,addedTime,blockCoordinates.x,blockCoordinates.y,blockCoordinates.z,bodyPart,bodyPart_head,bodyPart_left-foot,bodyPart_other,bodyPart_right-foot,draw.block.x,draw.block.y,draw.end.x,draw.end.y,draw.goal.x,draw.goal.y,draw.start.x,draw.start.y,event.awayTeam.name,event.awayTeam.slug,event.homeTeam.name,event.homeTeam.slug,event.id,event.slug,event.winnerCode,goalMouthCoordinates.x,goalMouthCoordinates.y,goalMouthCoordinates.z,goalMouthLocation,goalType,homeTeam_False,homeTeam_True,id,incidentType,isHome,opponent,outcome_block,outcome_goal,outcome_miss,outcome_post,outcome_save,player.firstName,player.id,player.lastName,player.name,player.position,player.shortName,player.slug,player.userCount,playerCoordinates.x,playerCoordinates.y,playerCoordinates.z,reversedPeriodTime,reversedPeriodTimeSeconds,shotType,shot_sit_assisted,shot_sit_corner,shot_sit_fast-break,shot_sit_free-kick,shot_sit_penalty,shot_sit_regular,shot_sit_set-piece,shot_sit_throw-in-set-piece,situation,team,time,timeSeconds,xg,xgot,shot.angle,shot.distance,xG,xG_per90,statistics.minutesPlayed,statistics.expectedAssists
107,0,0.0,0.0,0,right-foot,0,0,0,1,0.0,0.0,46.6,0,46.6,38.9,56.3,7.8,Aston Villa,aston-villa,Newcastle United,newcastle-united,11352255,aston-villa-newcastle-united,1,0,53.4,61.1,high,0,1,0,2139726,shot,False,Newcastle United,0,0,1,0,0,0,833956,0,Matty Cash,D,M. Cash,matty-cash,5854,7.8,56.3,0,27,1584,miss,0,0,1,0,0,0,0,0,fast-break,Aston Villa,64,3816,0.0,0.0,51.120118858774426,11.076575421908469,0.07685944700460828,0.0795097727633878,87,0.0
108,0,1.9,46.2,0,right-foot,0,0,0,1,46.2,1.9,52.8,0,52.8,83.5,34.9,11.8,Aston Villa,aston-villa,Newcastle United,newcastle-united,11352255,aston-villa-newcastle-united,1,0,47.2,16.5,low-right,0,1,0,2139727,shot,False,Newcastle United,0,0,0,0,1,0,555386,0,Ollie Watkins,F,O. Watkins,ollie-watkins,5318,11.8,34.9,0,27,1585,save,0,0,1,0,0,0,0,0,fast-break,Aston Villa,64,3815,0.0,0.0,21.654064905538544,19.413339446837583,0.10361770425341855,0.1036177042534185,90,0.0960037
109,0,5.0,44.4,0,left-foot,0,1,0,0,44.4,5.0,50.3,0,50.3,96.2,32.4,18.1,Aston Villa,aston-villa,Newcastle United,newcastle-united,11352255,aston-villa-newcastle-united,1,0,49.7,3.8,low-centre,0,0,1,2139721,shot,True,Aston Villa,0,0,0,0,1,0,333373,0,Miguel Almirón,F,M. Almirón,miguel-almiron,6091,18.1,32.4,0,29,1731,save,0,0,0,0,0,1,0,0,regular,Newcastle United,62,3669,0.0,0.0,18.596271093659723,25.504018306513515,0.065,0.0680232558139534,86,0.0747241
110,0,4.7,54.5,0,right-foot,0,0,0,1,54.5,4.7,51.8,0,51.8,99.4,60.6,12.5,Aston Villa,aston-villa,Newcastle United,newcastle-united,11352255,aston-villa-newcastle-united,1,0,48.2,0.6,low-centre,0,0,1,2139712,shot,True,Aston Villa,0,0,0,0,1,0,823941,0,Alexander Isak,F,A. Isak,alexander-isak,10833,12.5,60.6,0,31,1836,save,1,0,0,0,0,0,0,0,assisted,Newcastle United,60,3564,0.0,0.0,30.320982187590566,17.02077426020038,0.1854849498327759,0.2454947865433799,68,0.018101
111,0,14.0,42.8,0,right-foot,0,0,0,1,42.8,14.0,48.3,0,48.3,81.0,37.3,27.8,Aston Villa,aston-villa,Newcastle United,newcastle-united,11352255,aston-villa-newcastle-united,1,0,51.7,19.0,low-centre,0,1,0,2139711,shot,False,Newcastle United,1,0,0,0,0,0,867887,0,Douglas Luiz,M,D. Luiz,douglas-luiz,3499,27.8,37.3,0,31,1856,block,1,0,0,0,0,0,0,0,assisted,Aston Villa,60,3544,0.0,0.0,19.07862615202947,30.947725602918464,0.0,0.0,90,0.141596
112,0,0.0,0.0,0,right-foot,0,0,0,1,0.0,0.0,52.6,0,52.6,87.3,35.8,7.5,Aston Villa,aston-villa,Newcastle United,newcastle-united,11352255,aston-villa-newcastle-united,1,0,47.4,12.7,low-right,regular,0,1,2139708,shot,True,Aston Villa,0,1,0,0,0,0,823941,0,Alexander Isak,F,A. Isak,alexander-isak,10833,7.5,35.8,0,33,1971,goal,0,0,0,0,0,1,0,0,regular,Newcastle United,58,3429,0.0,0.0,20.58130295774053,16.207578926747807,0.6623582345564489,0.8766506045600059,68,0.018101
113,0,0.0,0.0,0,head,1,0,0,0,0.0,0.0,37.1,0,37.1,56.9,38.2,5.1,Aston Villa,aston-villa,Newcastle United,newcastle-united,11352255,aston-villa-newcastle-united,1,0,62.9,43.1,high-left,0,1,0,2139696,shot,False,Newcastle United,0,0,1,0,0,0,826204,0,Boubacar Kamara,M,B. Kamara,boubacar-kamara,2627,5.1,38.2,0,36,2138,miss,0,1,0,0,0,0,0,0,corner,Aston Villa,55,3262,0.0,0.0,23.472439737740952,12.99358775689332,0.02,0.02,90,0.0230343
114,0,0.0,0.0,0,head,1,0,0,0,0.0,0.0,66.9,0,66.9,72.2,50.1,8.5,Aston Villa,aston-villa,Newcastle United,newcastle-united,11352255,aston-villa-newcastle-united,1,0,33.1,27.8,right,0,0,1,2139677,shot,True,Aston Villa,0,0,1,0,0,0,910046,0,Sven Botman,D,S. Botman,sven-botman,2918,8.5,50.1,0,39,2304,miss,0,1,0,0,0,0,0,0,corner,Newcastle United,52,3096,0.0,0.0,66.73534284048844,10.1802699531669,0.01125,0.01125,90,0.250601
115,0,10.9,50.0,0,right-foot,0,0,0,1,50.0,10.9,47.4,0,47.4,81.0,50.3,12.1,Aston Villa,aston-villa,Newcastle United,newcastle-united,11352255,aston-villa-newcastle-united,1,0,52.6,19.0,low-left,0,0,1,2139671,shot,True,Aston Villa,1,0,0,0,0,0,914902,0,Anthony Gordon,F,A. Gordon,gordon-anthony,2968,12.1,50.3,0,40,2371,block,1,0,0,0,0,0,0,0,assisted,Newcastle United,51,3029,0.0,0.0,49.631045647267364,13.337983193697461,0.053290159101651045,0.0705310929286558,68,0.36071
116,0,10.1,71.7,0,right-foot,0,0,0,1,71.7,10.1,48.4,0,48.4,81.0,74.5,11.3,Aston Villa,aston-villa,Newcastle United,newcastle-united,11352255,aston-villa-newcastle-united,1,0,51.6,19.0,low-centre,0,0,1,2139675,shot,True,Aston Villa,1,0,0,0,0,0,866469,0,Bruno Guimarães,M,Bruno Guimarães,bruno-guimaraes,10486,11.3,74.5,0,43,2534,block,1,0,0,0,0,0,0,0,assisted,Newcastle United,48,2866,0.0,0.0,10.22705750138604,27.17558924156674,0.0003787878787878788,0.0004010695187165,85,0.0259131
117,10,0.0,0.0,0,head,1,0,0,0,0.0,0.0,48.4,0,48.4,6.9,41.8,4.2,Aston Villa,aston-villa,Newcastle United,newcastle-united,11352255,aston-villa-newcastle-united,1,0,51.6,93.1,high,0,0,1,2139515,shot,True,Aston Villa,0,0,1,0,0,0,99090,0,Dan Burn,D,D. Burn,dan-burn,886,4.2,41.8,0,1,2118,miss,0,0,0,0,0,0,1,0,set-piece,Newcastle United,45,3282,0.0,0.0,42.19334652944541,9.608540146539044,0.05142857142857142,0.0514285714285714,90,0.00574111
118,7,18.2,37.4,0,right-foot,0,0,0,1,37.4,18.2,52.2,0,52.2,81.0,36.1,19.8,Aston Villa,aston-villa,Newcastle United,newcastle-united,11352255,aston-villa-newcastle-united,1,0,47.8,19.0,low-right,0,1,0,2139497,shot,False,Newcastle United,1,0,0,0,0,0,867887,0,Douglas Luiz,M,D. Luiz,douglas-luiz,3499,19.8,36.1,0,1,2305,block,1,0,0,0,0,0,0,0,assisted,Aston Villa,45,3095,0.0,0.0,21.918897979062244,24.575423894885056,0.0,0.0,90,0.141596
119,0,0.0,0.0,0,right-foot,0,0,0,1,0.0,0.0,56.6,0,56.6,93.1,67.2,4.5,Aston Villa,aston-villa,Newcastle United,newcastle-united,11352255,aston-villa-newcastle-united,1,0,43.4,6.9,close-right,0,1,0,2139433,shot,False,Newcastle United,0,0,1,0,0,0,855817,0,Moussa Diaby,F,M. Diaby,diaby-moussa,6153,4.5,67.2,0,4,204,miss,1,0,0,0,0,0,0,0,assisted,Aston Villa,42,2496,0.0,0.0,9.920168681574571,17.936750686658566,0.03001157407407407,0.0310464559386973,87,0.10903
120,0,2.7,40.8,0,head,1,0,0,0,40.8,2.7,26.6,0,26.6,72.2,54.9,6.9,Aston Villa,aston-villa,Newcastle United,newcastle-united,11352255,aston-villa-newcastle-united,1,0,73.4,27.8,left,0,1,0,2139400,shot,False,Newcastle United,0,0,1,0,0,0,867887,0,Douglas Luiz,M,D. Luiz,douglas-luiz,3499,6.9,54.9,0,11,630,miss,0,1,0,0,0,0,0,0,corner,Aston Villa,35,2070,0.0,0.0,61.90789122261516,9.786981279663975,0.010588235294117647,0.0105882352941176,90,0.141596
121,0,0.0,0.0,0,right-foot,0,0,0,1,0.0,0.0,39.2,0,39.2,98.6,50.7,10.8,Aston Villa,aston-villa,Newcastle United,newcastle-united,11352255,aston-villa-newcastle-united,1,0,60.8,1.4,left,0,1,0,2139345,shot,False,Newcastle United,0,0,1,0,0,0,555386,0,Ollie Watkins,F,O. Watkins,ollie-watkins,5318,10.8,50.7,0,22,1281,miss,0,0,1,0,0,0,0,0,fast-break,Aston Villa,24,1419,0.0,0.0,54.61315693163108,12.18625661166775,0.36733333333333335,0.3673333333333333,90,0.0960037
122,0,14.6,59.4,0,head,1,0,0,0,59.4,14.6,53.4,0,53.4,81.0,60.0,16.1,Aston Villa,aston-villa,Newcastle United,newcastle-united,11352255,aston-villa-newcastle-united,1,0,46.6,19.0,low-right,0,1,0,2139338,shot,False,Newcastle United,1,0,0,0,0,0,303638,0,Tyrone Mings,D,T. Mings,tyrone-mings,1709,16.1,60.0,0,25,1449,block,0,0,0,0,0,0,1,0,set-piece,Aston Villa,21,1251,0.0,0.0,28.66349350343363,19.602415806822194,0.0,0.0,31,0.158618
123,0,0.0,0.0,0,right-foot,0,0,0,1,0.0,0.0,52.4,0,52.4,99.4,50.6,9.0,Aston Villa,aston-villa,Newcastle United,newcastle-united,11352255,aston-villa-newcastle-united,1,0,47.6,0.6,low-right,regular,0,1,2139321,shot,True,Aston Villa,0,1,0,0,0,0,823941,0,Alexander Isak,F,A. Isak,alexander-isak,10833,9.0,50.6,0,30,1774,goal,0,0,0,0,0,0,1,0,set-piece,Newcastle United,16,926,0.0,0.0,63.55785699230525,10.616669379269553,0.9333333333333335,1.2352941176470589,68,0.018101
124,0,0.0,0.0,0,right-foot,0,0,0,1,0.0,0.0,51.9,0,51.9,79.1,54.7,12.2,Aston Villa,aston-villa,Newcastle United,newcastle-united,11352255,aston-villa-newcastle-united,1,0,48.1,20.9,high-right,regular,1,0,2139300,shot,False,Newcastle United,0,1,0,0,0,0,855817,0,Moussa Diaby,F,M. Diaby,diaby-moussa,6153,12.2,54.7,0,35,2076,goal,1,0,0,0,0,0,0,0,assisted,Aston Villa,11,624,0.0,0.0,44.19796109136735,14.12871045717187,0.5751733106708998,0.5950068731078274,87,0.10903
125,0,2.3,44.8,0,left-foot,0,1,0,0,44.8,2.3,46.8,0,46.8,94.9,26.2,10.1,Aston Villa,aston-villa,Newcastle United,newcastle-united,11352255,aston-villa-newcastle-united,1,0,53.2,5.1,low-left,0,1,0,2139292,shot,False,Newcastle United,0,0,0,0,1,0,855817,0,Moussa Diaby,F,M. Diaby,diaby-moussa,6153,10.1,26.2,0,37,2210,save,0,0,1,0,0,0,0,0,fast-break,Aston Villa,9,490,0.0,0.0,10.142420655003232,25.85960557456832,0.04181818181818182,0.0432601880877742,87,0.10903
126,0,6.0,39.9,0,left-foot,0,1,0,0,39.9,6.0,46.4,0,46.4,83.5,35.3,9.3,Aston Villa,aston-villa,Newcastle United,newcastle-united,11352255,aston-villa-newcastle-united,1,0,53.6,16.5,low-left,0,0,1,2139285,shot,True,Aston Villa,0,0,0,0,1,0,892673,0,Sandro Tonali,M,S. Tonali,sandro-tonali,8693,9.3,35.3,0,38,2265,save,1,0,0,0,0,0,0,0,assisted,Newcastle United,8,435,0.0,0.0,21.218035077806345,17.589911627203083,0.032430426716141,0.0327948135331762,89,0.103737
127,0,0.0,0.0,0,right-foot,0,0,0,1,0.0,0.0,46.3,0,46.3,82.3,50.2,6.5,Aston Villa,aston-villa,Newcastle United,newcastle-united,11352255,aston-villa-newcastle-united,1,0,53.7,17.7,low-left,regular,0,1,2139277,shot,True,Aston Villa,0,1,0,0,0,0,892673,0,Sandro Tonali,M,S. Tonali,sandro-tonali,8693,6.5,50.2,0,40,2362,goal,1,0,0,0,0,0,0,0,assisted,Newcastle United,6,338,0.0,0.0,81.42305729726824,8.582638538723302,0.8590513237553086,0.868703585819975,89,0.103737
128,0,1.4,50.9,0,right-foot,0,0,0,1,50.9,1.4,46.3,0,46.3,84.2,53.0,22.7,Aston Villa,aston-villa,Newcastle United,newcastle-united,11352255,aston-villa-newcastle-united,1,0,53.7,15.8,low-left,0,0,1,2139276,shot,True,Aston Villa,0,0,0,0,1,0,866469,0,Bruno Guimarães,M,Bruno Guimarães,bruno-guimaraes,10486,22.7,53.0,0,40,2373,save,1,0,0,0,0,0,0,0,assisted,Newcastle United,6,327,0.0,0.0,27.254605536622122,23.573665243039354,0.06367389277389277,0.0674194158782394,85,0.0259131
129,5,1.4,50.0,0,head,1,0,0,0,50.0,1.4,50.4,0,50.4,89.9,43.1,9.4,Manchester City,manchester-city,Burnley,burnley,11352303,manchester-city-burnley,2,0,49.6,10.1,low-centre,0,1,0,2136642,shot,False,Burnley,0,0,0,0,1,0,149734,0,Aymeric Laporte,D,A. Laporte,aymeric-laporte,6697,9.4,43.1,0,1,608,save,0,0,0,0,0,0,1,0,set-piece,Manchester City,90,5692,0.0,0.0,45.560520148599316,12.518245923276824,0.02672510589768655,0.2186599573447081,11,0.0
130,0,0.0,0.0,0,left-foot,0,1,0,0,0.0,0.0,58.8,0,58.8,90.3,71.6,17.8,Manchester City,manchester-city,Burnley,burnley,11352303,manchester-city-burnley,2,0,41.2,9.7,close-right,0,1,0,2136632,shot,False,Burnley,0,0,1,0,0,0,859765,0,Phil Foden,F,P. Foden,phil-foden,38021,17.8,71.6,0,3,162,miss,0,0,0,0,0,0,1,0,set-piece,Manchester City,88,5238,0.0,0.0,14.76589531294288,28.29568881748292,0.02,0.02,90,0.147886
131,0,3.5,54.7,0,right-foot,0,0,0,1,54.7,3.5,49.7,0,49.7,89.9,66.4,11.7,Manchester City,manchester-city,Burnley,burnley,11352303,manchester-city-burnley,2,0,50.3,10.1,low-centre,0,1,0,2136630,shot,False,Burnley,0,0,0,0,1,0,944656,0,Julián Álvarez,F,J. Álvarez,julian-alvarez,50391,11.7,66.4,0,5,270,save,1,0,0,0,0,0,0,0,assisted,Manchester City,86,5130,0.0,0.0,19.130051669552543,20.498310765990112,0.026601612388250317,0.0266016123882503,90,0.374125
132,0,0.0,0.0,0,head,1,0,0,0,0.0,0.0,56.0,0,56.0,16.7,62.4,4.2,Manchester City,manchester-city,Burnley,burnley,11352303,manchester-city-burnley,2,0,44.0,83.3,high-right,0,0,1,2136623,shot,True,Manchester City,0,0,1,0,0,0,809276,0,Jacob Bruun Larsen,F,J. B. Larsen,jacob-bruun-larsen,690,4.2,62.4,0,9,531,miss,0,1,0,0,0,0,0,0,corner,Burnley,82,4869,0.0,0.0,18.264738740417865,13.329325693381902,0.0,0.0,29,0.0138621
133,0,16.4,46.9,0,left-foot,0,1,0,0,46.9,16.4,51.6,0,51.6,81.0,46.4,18.3,Manchester City,manchester-city,Burnley,burnley,11352303,manchester-city-burnley,2,0,48.4,19.0,low-centre,0,0,1,2136624,shot,True,Manchester City,1,0,0,0,0,0,877036,0,Anass Zaroury,M,A. Zaroury,anass-zaroury,4444,18.3,46.4,0,11,601,block,1,0,0,0,0,0,0,0,assisted,Burnley,80,4799,0.0,0.0,32.98596846350891,19.42890398158871,0.010256410256410255,0.0279720279720279,33,0.0589821
134,0,8.5,42.1,0,right-foot,0,0,0,1,42.1,8.5,50.6,0,50.6,87.5,39.7,11.2,Manchester City,manchester-city,Burnley,burnley,11352303,manchester-city-burnley,2,0,49.4,12.5,low-centre,0,1,0,2136614,shot,False,Burnley,1,0,0,0,0,0,944656,0,Julián Álvarez,F,J. Álvarez,julian-alvarez,50391,11.2,39.7,0,12,715,block,0,0,1,0,0,0,0,0,fast-break,Manchester City,79,4685,0.0,0.0,32.34001228306452,15.737415453067097,0.06797688314923538,0.0679768831492353,90,0.374125
135,0,0.0,0.0,0,right-foot,0,0,0,1,0.0,0.0,46.7,0,46.7,74.7,50.6,4.8,Manchester City,manchester-city,Burnley,burnley,11352303,manchester-city-burnley,2,0,53.3,25.3,high-left,regular,1,0,2136605,shot,False,Burnley,0,1,0,0,0,0,827606,0,Rodri,M,Rodri,rodri,12992,4.8,50.6,0,16,910,goal,0,0,0,0,0,0,1,0,set-piece,Manchester City,75,4490,0.0,0.0,98.28670893666325,7.3897637626617305,0.7558333333333332,0.7558333333333332,90,0.168345
136,0,2.8,51.1,0,left-foot,0,1,0,0,51.1,2.8,52.5,0,52.5,81.0,50.4,4.2,Manchester City,manchester-city,Burnley,burnley,11352303,manchester-city-burnley,2,0,47.5,19.0,low-right,0,1,0,2136609,shot,False,Burnley,1,0,0,0,0,0,149663,0,Nathan Aké,D,N. Aké,nathan-ake,6997,4.2,50.4,0,16,911,block,0,0,0,0,0,0,1,0,set-piece,Manchester City,75,4489,0.0,0.0,105.97917309564488,7.006446624088893,0.18766666666666665,0.2137974683544303,79,0.00782667
137,0,11.8,59.4,0,right-foot,0,0,0,1,59.4,11.8,52.3,0,52.3,81.0,60.8,14.1,Manchester City,manchester-city,Burnley,burnley,11352303,manchester-city-burnley,2,0,47.7,19.0,low-right,0,1,0,2136577,shot,False,Burnley,1,0,0,0,0,0,827606,0,Rodri,M,Rodri,rodri,12992,14.1,60.8,0,24,1400,block,1,0,0,0,0,0,0,0,assisted,Manchester City,67,4000,0.0,0.0,28.884041933719754,18.38355844420877,0.00829631153160565,0.0082963115316056,90,0.168345
138,0,0.0,0.0,0,right-foot,0,0,0,1,0.0,0.0,61.2,0,61.2,73.6,66.4,11.8,Manchester City,manchester-city,Burnley,burnley,11352303,manchester-city-burnley,2,0,38.8,26.4,right,0,1,0,2136548,shot,False,Burnley,0,0,1,0,0,0,944656,0,Julián Álvarez,F,J. Álvarez,julian-alvarez,50391,11.8,66.4,0,31,1823,miss,1,0,0,0,0,0,0,0,assisted,Manchester City,60,3577,0.0,0.0,19.171056993886346,20.55843934980531,0.0237956487956488,0.0237956487956488,90,0.374125
139,0,1.8,51.1,0,head,1,0,0,0,51.1,1.8,46.2,0,46.2,92.4,51.5,13.4,Manchester City,manchester-city,Burnley,burnley,11352303,manchester-city-burnley,2,0,53.8,7.6,low-left,0,1,0,2136534,shot,False,Burnley,0,0,0,0,1,0,827606,0,Rodri,M,Rodri,rodri,12992,13.4,51.5,0,36,2107,save,0,1,0,0,0,0,0,0,corner,Manchester City,55,3293,0.0,0.0,44.870492408866355,14.598057190487904,0.2538205128205128,0.2538205128205128,90,0.168345
140,0,1.5,50.7,0,right-foot,0,0,0,1,50.7,1.5,50.1,0,50.1,65.8,56.1,29.4,Manchester City,manchester-city,Burnley,burnley,11352303,manchester-city-burnley,2,0,49.9,34.2,high-centre,0,1,0,2136530,shot,False,Burnley,0,0,0,0,1,0,827606,0,Rodri,M,Rodri,rodri,12992,29.4,56.1,0,36,2149,save,1,0,0,0,0,0,0,0,assisted,Manchester City,55,3251,0.0,0.0,20.69943985746513,30.54288413714831,0.010196078431372548,0.0101960784313725,90,0.168345
141,0,4.2,39.5,0,left-foot,0,1,0,0,39.5,4.2,53.0,0,53.0,81.0,37.4,4.9,Manchester City,manchester-city,Burnley,burnley,11352303,manchester-city-burnley,2,0,47.0,19.0,low-right,0,1,0,2136526,shot,False,Burnley,1,0,0,0,0,0,859765,0,Phil Foden,F,P. Foden,phil-foden,38021,4.9,37.4,0,38,2247,block,0,1,0,0,0,0,0,0,corner,Manchester City,53,3153,0.0,0.0,20.232348469483778,13.60719665364822,0.0,0.0,90,0.147886
142,0,4.9,33.0,0,left-foot,0,1,0,0,33.0,4.9,48.6,0,48.6,77.8,31.8,5.6,Manchester City,manchester-city,Burnley,burnley,11352303,manchester-city-burnley,2,0,51.4,22.2,high-centre,0,1,0,2136522,shot,False,Burnley,1,0,0,0,0,0,839956,0,Erling Haaland,F,E. Haaland,erling-haaland,259738,5.6,31.8,0,39,2288,block,1,0,0,0,0,0,0,0,assisted,Manchester City,52,3112,0.0,0.0,10.837972293906514,19.02484895493469,0.0,0.0,80,0.0531223
143,1,8.4,51.6,0,left-foot,0,1,0,0,51.6,8.4,50.5,0,50.5,93.7,52.2,9.1,Manchester City,manchester-city,Burnley,burnley,11352303,manchester-city-burnley,2,0,49.5,6.3,low-centre,0,1,0,2136401,shot,False,Burnley,0,0,0,0,1,0,859765,0,Phil Foden,F,P. Foden,phil-foden,38021,9.1,52.2,0,1,2658,save,1,0,0,0,0,0,0,0,assisted,Manchester City,45,2742,0.0,0.0,60.89482594096242,10.865301075732667,0.23007938635720998,0.2300793863572099,90,0.147886
144,0,11.4,53.6,0,right-foot,0,0,0,1,53.6,11.4,49.8,0,49.8,81.0,54.5,14.0,Manchester City,manchester-city,Burnley,burnley,11352303,manchester-city-burnley,2,0,50.2,19.0,low-centre,0,0,1,2136342,shot,True,Manchester City,1,0,0,0,0,0,901907,0,Lyle Foster,F,L. Foster,foster-lyle,1345,14.0,54.5,0,9,491,block,1,0,0,0,0,0,0,0,assisted,Burnley,37,2209,0.0,0.0,40.16162833634349,15.678665792678952,0.017116495957835157,0.0173088161371366,89,0.0364051
145,0,0.0,0.0,0,left-foot,0,1,0,0,0.0,0.0,46.8,0,46.8,72.2,62.5,10.8,Manchester City,manchester-city,Burnley,burnley,11352303,manchester-city-burnley,2,0,53.2,27.8,high-left,regular,1,0,2136328,shot,False,Burnley,0,1,0,0,0,0,839956,0,Erling Haaland,F,E. Haaland,erling-haaland,259738,10.8,62.5,0,10,591,goal,1,0,0,0,0,0,0,0,assisted,Manchester City,36,2109,0.0,0.0,26.36561179381442,17.01664799983738,0.7038952380952381,0.7918821428571429,80,0.0531223
146,0,0.0,0.0,0,right-foot,0,0,0,1,0.0,0.0,59.2,0,59.2,84.7,27.7,10.1,Manchester City,manchester-city,Burnley,burnley,11352303,manchester-city-burnley,2,0,40.8,15.3,close-right,0,0,1,2136282,shot,True,Manchester City,0,0,1,0,0,0,901907,0,Lyle Foster,F,L. Foster,foster-lyle,1345,10.1,27.7,0,17,1008,miss,0,0,0,0,0,1,0,0,regular,Burnley,29,1692,0.0,0.0,11.351185224810127,24.504511942915435,0.21388468013468015,0.2162878787878788,89,0.0364051
147,0,2.2,46.9,0,left-foot,0,1,0,0,46.9,2.2,49.9,0,49.9,94.3,32.8,11.4,Manchester City,manchester-city,Burnley,burnley,11352303,manchester-city-burnley,2,0,50.1,5.7,low-centre,0,0,1,2136207,shot,True,Manchester City,0,0,0,0,1,0,990550,0,Zeki Amdouni,F,Z. Amdouni,zeki-amdouni,1452,11.4,32.8,0,28,1638,save,1,0,0,0,0,0,0,0,assisted,Burnley,18,1062,0.0,0.0,18.083877755690086,20.79733563516195,0.0031225296442687744,0.0046070109505604,61,0.0
148,0,0.0,0.0,0,right-foot,0,0,0,1,0.0,0.0,58.8,0,58.8,37.5,37.1,13.0,Manchester City,manchester-city,Burnley,burnley,11352303,manchester-city-burnley,2,0,41.2,62.5,high-right,0,0,1,2136185,shot,True,Manchester City,0,0,1,0,0,Luca Koleosho,1216282,0,Luca Koleosho,F,L. Koleosho,luca-koleosho,452,13.0,37.1,0,31,1844,miss,1,0,0,0,0,0,0,0,assisted,Burnley,15,856,0.0,0.0,25.778255743419013,18.694889346836217,0.0005128205128205128,0.0007566204287515,61,0.033754
149,0,0.0,0.0,0,right-foot,0,0,0,1,0.0,0.0,50.4,0,50.4,18.1,57.9,4.8,Manchester City,manchester-city,Burnley,burnley,11352303,manchester-city-burnley,2,0,49.6,81.9,high,0,1,0,2136157,shot,False,Burnley,0,0,1,0,0,0,839956,0,Erling Haaland,F,E. Haaland,erling-haaland,259738,4.8,57.9,0,35,2049,miss,1,0,0,0,0,0,0,0,assisted,Manchester City,11,651,0.0,0.0,43.99491399474584,9.894384123927725,0.021216542969646875,0.0238686108408527,80,0.0531223
150,0,0.0,0.0,0,right-foot,0,0,0,1,0.0,0.0,49.9,0,49.9,41.7,61.1,28.1,Manchester City,manchester-city,Burnley,burnley,11352303,manchester-city-burnley,2,0,50.1,58.3,close-high,0,1,0,2136123,shot,False,Burnley,0,0,1,0,0,0,70996,0,Kevin De Bruyne,M,K. De Bruyne,kevin-de-bruyne,136766,28.1,61.1,0,40,2389,miss,1,0,0,0,0,0,0,0,assisted,Manchester City,6,311,0.0,0.0,19.603000437218256,30.695847192834197,0.000196078431372549,0.0007672634271099,23,0.157048
151,0,0.0,0.0,0,left-foot,0,1,0,0,0.0,0.0,46.2,0,46.2,99.4,48.5,6.8,Manchester City,manchester-city,Burnley,burnley,11352303,manchester-city-burnley,2,0,53.8,0.6,low-left,regular,1,0,2136112,shot,False,Burnley,0,1,0,0,0,0,839956,0,Erling Haaland,F,E. Haaland,erling-haaland,259738,6.8,48.5,0,42,2516,goal,0,1,0,0,0,0,0,0,corner,Manchester City,4,184,0.0,0.0,77.53174515576374,8.875797400039959,0.9,1.0125,80,0.0531223
152,0,11.4,46.7,0,right-foot,0,0,0,1,46.7,11.4,53.8,0,53.8,81.9,45.6,12.8,Tottenham Hotspur,tottenham-hotspur,Brentford,brentford,11352309,brentford-tottenham-hotspur,3,0,46.2,18.1,low-right,0,1,0,2142713,shot,False,Brentford,1,0,0,0,0,0,840217,0,Richarlison,F,Richarlison,richarlison,27764,12.8,45.6,0,2,93,block,1,0,0,0,0,0,0,0,assisted,Tottenham Hotspur,89,5307,0.0,0.0,43.51892854510473,14.523813068963198,0.3316142520824295,0.3316142520824295,90,0.0147996
153,0,0.0,0.0,0,right-foot,0,0,0,1,0.0,0.0,62.0,0,62.0,23.6,71.1,13.2,Tottenham Hotspur,tottenham-hotspur,Brentford,brentford,11352309,brentford-tottenham-hotspur,3,0,38.0,76.4,high-right,0,0,1,2142699,shot,True,Tottenham Hotspur,0,0,1,0,0,0,1006387,0,Kevin Schade,F,K. Schade,kevin-schade,985,13.2,71.1,0,4,222,miss,1,0,0,0,0,0,0,0,assisted,Brentford,87,5178,0.0,0.0,14.014391531719356,25.154833699426106,0.0005128205128205128,0.0025641025641025,18,0.0
154,0,17.6,45.5,0,right-foot,0,0,0,1,45.5,17.6,48.1,0,48.1,81.0,45.2,19.5,Tottenham Hotspur,tottenham-hotspur,Brentford,brentford,11352309,brentford-tottenham-hotspur,3,0,51.9,19.0,low-left,0,0,1,2142702,shot,True,Tottenham Hotspur,1,0,0,0,0,0,826057,0,Mads Roerslev,M,M. Roerslev,mads-roerslev,334,19.5,45.2,0,5,248,block,0,0,0,0,0,0,0,1,throw-in-set-piece,Brentford,86,5152,0.0,0.0,30.48578920334199,20.78693793771034,0.0,0.0,18,0.0
