,addedTime,blockCoordinates.x,blockCoordinates.y,blockCoordinates.z,bodyPart,bodyPart_head,bodyPart_left-foot,bodyPart_other,bodyPart_right-foot,draw.block.x,draw.block.y,draw.end.x,draw.end.y,draw.goal.x,draw.goal.y,draw.start.x,draw.start.y,event.awayTeam.name,event.awayTeam.slug,event.homeTeam.name,event.homeTeam.slug,event.id,event.slug,event.winnerCode,goalMouthCoordinates.x,goalMouthCoordinates.y,goalMouthCoordinates.z,goalMouthLocation,goalType,homeTeam_False,homeTeam_True,id,incidentType,isHome,opponent,outcome_block,outcome_goal,outcome_miss,outcome_post,outcome_save,player.firstName,player.id,player.lastName,player.name,player.position,player.shortName,player.slug,player.userCount,playerCoordinates.x,playerCoordinates.y,playerCoordinates.z,reversedPeriodTime,reversedPeriodTimeSeconds,shotType,shot_sit_assisted,shot_sit_corner,shot_sit_fast-break,shot_sit_free-kick,shot_sit_penalty,shot_sit_regular,shot_sit_set-piece,shot_sit_throw-in-set-piece,situation,team,time,timeSeconds,xg,xgot,shot.angle,shot.distance,xG,xG_per90,statistics.minutesPlayed,statistics.expectedAssists
726,0,14.5,56.1,0,right-foot,0,0,0,1,56.1,14.5,30.9,0,30.9,97.2,68.7,23.6,Nottingham Forest,nottingham-forest,Manchester United,manchester-united,11352504,manchester-united-nottingham-forest,1,0,69.1,2.8,left,0,0,1,2164829,shot,True,Nottingham Forest,0,0,1,0,0,0,122951,0,Casemiro,M,Casemiro,casemiro,61347,23.6,68.7,0,40,2364,miss,0,0,0,0,0,1,0,0,regular,Manchester United,6,336,0.0,0.0,16.73559456338757,30.493274632346157,0.012,0.012,90,0.0642248
727,0,0.0,0.0,0,head,1,0,0,0,0.0,0.0,53.8,0,53.8,93.7,51.2,6.3,Nottingham Forest,nottingham-forest,Manchester United,manchester-united,11352504,manchester-united-nottingham-forest,1,0,46.2,6.3,low-right,regular,1,0,2164807,shot,False,Manchester United,0,1,0,0,0,0,139310,0,Willy Boly,D,W. Boly,willy-boly,726,6.3,51.2,0,42,2474,goal,0,0,0,0,0,0,1,0,set-piece,Nottingham Forest,4,226,0.0,0.0,81.91764980249711,8.485514215824209,0.8249528657616892,0.8249528657616892,90,0.0143049
728,0,0.0,0.0,0,right-foot,0,0,0,1,0.0,0.0,53.2,0,53.2,99.4,50.9,8.7,Nottingham Forest,nottingham-forest,Manchester United,manchester-united,11352504,manchester-united-nottingham-forest,1,0,46.8,0.6,low-right,regular,1,0,2164789,shot,False,Manchester United,0,1,0,0,0,0,359664,0,Taiwo Awoniyi,F,T. Awoniyi,taiwo-awoniyi,2833,8.7,50.9,0,44,2612,goal,0,0,1,0,0,0,0,0,fast-break,Nottingham Forest,2,88,0.0,0.0,65.05171030289002,10.3807022966097,0.93,1.0333333333333334,81,0.019492
729,0,2.2,50.0,0,left-foot,0,1,0,0,50.0,2.2,47.0,0,47.0,82.3,58.7,22.2,Nottingham Forest,nottingham-forest,Manchester United,manchester-united,11352504,manchester-united-nottingham-forest,1,0,53.0,17.7,low-left,0,0,1,2164772,shot,True,Nottingham Forest,0,0,0,0,1,0,958380,0,Antony,M,Antony,antony,53210,22.2,58.7,0,45,2665,save,1,0,0,0,0,0,0,0,assisted,Manchester United,1,35,0.0,0.0,24.767049658836562,24.445368709192334,0.02361344537815126,0.025002471576866,85,0.518857
730,7,0.0,0.0,0,head,1,0,0,0,0.0,0.0,41.2,0,41.2,54.2,45.8,12.4,Liverpool,liverpool,Newcastle United,newcastle-united,11352515,liverpool-newcastle-united,2,0,58.8,45.8,close-high-left,0,0,1,2171336,shot,True,Liverpool,0,0,1,0,0,0,162653,0,Nick Pope,G,N. Pope,nick-pope,2948,12.4,45.8,0,1,536,miss,0,0,0,0,0,0,1,0,set-piece,Newcastle United,90,5764,0.0,0.0,44.93200906769665,14.116824416836284,0.010588235294117647,0.0105882352941176,90,0.0
731,3,0.0,0.0,0,right-foot,0,0,0,1,0.0,0.0,45.9,0,45.9,86.7,64.3,12.0,Liverpool,liverpool,Newcastle United,newcastle-united,11352515,liverpool-newcastle-united,2,0,54.1,13.3,low-left,regular,1,0,2171327,shot,False,Newcastle United,0,1,0,0,0,0,924871,0,Darwin Núñez,F,D. Núñez,darwin-nunez,33542,12.0,64.3,0,1,739,goal,1,0,0,0,0,0,0,0,assisted,Liverpool,90,5561,0.0,0.0,22.7824057304817,19.10233388478591,0.803407096171802,5.562049127343244,13,0.0935668
732,3,5.7,62.6,0,right-foot,0,0,0,1,62.6,5.7,52.6,0,52.6,94.9,65.1,7.1,Liverpool,liverpool,Newcastle United,newcastle-united,11352515,liverpool-newcastle-united,2,0,47.4,5.1,low-right,0,0,1,2171322,shot,True,Liverpool,0,0,0,0,1,0,866191,0,Sean Longstaff,M,S. Longstaff,sean-longstaff,795,7.1,65.1,0,1,769,save,0,0,0,0,0,1,0,0,regular,Newcastle United,90,5531,0.0,0.0,17.63887050592535,16.95933324473918,0.06167824074074074,0.3083912037037037,18,0.0134134
733,0,0.0,0.0,0,right-foot,0,0,0,1,0.0,0.0,54.8,0,54.8,38.9,57.3,12.3,Liverpool,liverpool,Newcastle United,newcastle-united,11352515,liverpool-newcastle-united,2,0,45.2,61.1,high,0,0,1,2171310,shot,True,Liverpool,0,0,1,0,0,0,113956,0,Callum Wilson,F,C. Wilson,callum-wilson,3965,12.3,57.3,0,1,30,miss,0,0,0,0,0,1,0,0,regular,Newcastle United,90,5370,0.0,0.0,38.25920406262369,15.163828671925327,0.06328201809694475,0.3164100904847238,18,0.0
734,0,4.1,48.9,0,right-foot,0,0,0,1,48.9,4.1,47.7,0,47.7,94.9,43.0,24.0,Liverpool,liverpool,Newcastle United,newcastle-united,11352515,liverpool-newcastle-united,2,0,52.3,5.1,low-left,0,0,1,2171312,shot,True,Liverpool,0,0,0,0,1,0,866191,0,Sean Longstaff,M,S. Longstaff,sean-longstaff,795,24.0,43.0,0,2,84,save,1,0,0,0,0,0,0,0,assisted,Newcastle United,89,5316,0.0,0.0,24.411511174043678,25.54765040053153,0.04900495985495985,0.2450247992747992,18,0.0134134
735,0,10.7,65.2,0,left-foot,0,1,0,0,65.2,10.7,48.0,0,48.0,81.0,70.1,13.8,Liverpool,liverpool,Newcastle United,newcastle-united,11352515,liverpool-newcastle-united,2,0,52.0,19.0,low-left,0,0,1,2171307,shot,True,Liverpool,1,0,0,0,0,0,333373,0,Miguel Almirón,F,M. Almirón,miguel-almiron,6091,13.8,70.1,0,2,107,block,0,0,0,0,0,1,0,0,regular,Newcastle United,89,5293,0.0,0.0,15.244859834857127,24.674321611362075,0.0013043478260869564,0.0013043478260869,90,0.0177788
736,0,0.0,0.0,0,head,1,0,0,0,0.0,0.0,64.2,0,64.2,87.5,41.2,13.2,Liverpool,liverpool,Newcastle United,newcastle-united,11352515,liverpool-newcastle-united,2,0,35.8,12.5,right,0,0,1,2171297,shot,True,Liverpool,0,0,1,0,0,0,910046,0,Sven Botman,D,S. Botman,sven-botman,2918,13.2,41.2,0,6,339,miss,0,0,0,0,0,0,1,0,set-piece,Newcastle United,85,5061,0.0,0.0,34.07428597884794,16.510058189917764,0.008666666666666666,0.0089655172413793,87,0.0103034
737,0,17.7,46.6,0,right-foot,0,0,0,1,46.6,17.7,48.9,0,48.9,81.0,46.4,19.0,Liverpool,liverpool,Newcastle United,newcastle-united,11352515,liverpool-newcastle-united,2,0,51.1,19.0,low-centre,0,1,0,2171287,shot,False,Newcastle United,1,0,0,0,0,0,869856,0,Dominik Szoboszlai,M,D. Szoboszlai,dominik-szoboszlai,17326,19.0,46.4,0,7,410,block,1,0,0,0,0,0,0,0,assisted,Liverpool,84,4990,0.0,0.0,31.89905995904032,20.09124943808428,0.00034759358288770055,0.0003475935828877,90,0.0177029
738,0,0.0,0.0,0,right-foot,0,0,0,1,0.0,0.0,45.5,0,45.5,97.5,70.6,13.6,Liverpool,liverpool,Newcastle United,newcastle-united,11352515,liverpool-newcastle-united,2,0,54.5,2.5,low-left,regular,1,0,2171281,shot,False,Newcastle United,0,1,0,0,0,0,924871,0,Darwin Núñez,F,D. Núñez,darwin-nunez,33542,13.6,70.6,0,10,575,goal,0,0,0,0,0,1,0,0,regular,Liverpool,81,4825,0.0,0.0,14.66422041916738,24.964969593925627,0.5153333333333333,3.567692307692308,13,0.0935668
739,0,10.9,37.5,0,right-foot,0,0,0,1,37.5,10.9,50.4,0,50.4,81.0,35.7,12.4,Liverpool,liverpool,Newcastle United,newcastle-united,11352515,liverpool-newcastle-united,2,0,49.6,19.0,low-centre,0,0,1,2171264,shot,True,Liverpool,1,0,0,0,0,0,855647,0,Harvey Barnes,M,H. Barnes,harvey-barnes,2927,12.4,35.7,0,12,688,block,0,0,1,0,0,0,0,0,fast-break,Newcastle United,79,4712,0.0,0.0,23.19944410749097,19.226378594951914,0.00022727272727272727,0.0011363636363636,18,0.0125453
740,0,0.0,0.0,0,left-foot,0,1,0,0,0.0,0.0,44.7,0,44.7,92.4,59.3,13.8,Liverpool,liverpool,Newcastle United,newcastle-united,11352515,liverpool-newcastle-united,2,0,55.3,7.6,left,0,0,1,2171253,shot,True,Liverpool,0,0,0,1,0,0,333373,0,Miguel Almirón,F,M. Almirón,miguel-almiron,6091,13.8,59.3,0,15,884,post,1,0,0,0,0,0,0,0,assisted,Newcastle United,76,4516,0.0,0.0,31.990394776393746,17.347987584910975,0.011364102564102564,0.0113641025641025,90,0.0177788
741,0,0.0,0.0,0,head,1,0,0,0,0.0,0.0,60.2,0,60.2,86.1,58.3,11.7,Liverpool,liverpool,Newcastle United,newcastle-united,11352515,liverpool-newcastle-united,2,0,39.8,13.9,right,0,0,1,2171243,shot,True,Liverpool,0,0,1,0,0,0,113956,0,Callum Wilson,F,C. Wilson,callum-wilson,3965,11.7,58.3,0,17,1004,miss,1,0,0,0,0,0,0,0,assisted,Newcastle United,74,4396,0.0,0.0,36.65532922278014,15.13782578784285,0.10406143856143858,0.520307192807193,18,0.0
742,0,6.7,41.5,0,left-foot,0,1,0,0,41.5,6.7,47.8,0,47.8,81.0,40.2,8.1,Liverpool,liverpool,Newcastle United,newcastle-united,11352515,liverpool-newcastle-united,2,0,52.2,19.0,low-left,0,1,0,2171218,shot,False,Newcastle United,1,0,0,0,0,0,159665,0,Mohamed Salah,F,M. Salah,mohamed-salah,163229,8.1,40.2,0,24,1414,block,1,0,0,0,0,0,0,0,assisted,Liverpool,67,3986,0.0,0.0,35.25543485570356,13.195195897308505,0.015483468705207835,0.0154834687052078,90,0.118644
743,0,0.0,0.0,0,head,1,0,0,0,0.0,0.0,36.5,0,36.5,90.3,51.8,8.7,Liverpool,liverpool,Newcastle United,newcastle-united,11352515,liverpool-newcastle-united,2,0,63.5,9.7,left,0,0,1,2171212,shot,True,Liverpool,0,0,1,0,0,0,910046,0,Sven Botman,D,S. Botman,sven-botman,2918,8.7,51.8,0,25,1453,miss,0,0,0,0,0,0,1,0,set-piece,Newcastle United,66,3947,0.0,0.0,63.803041180844716,10.47030673564239,0.0008680351906158357,0.0008979674385681,87,0.0103034
744,0,0.0,0.0,0,right-foot,0,0,0,1,0.0,0.0,59.0,0,59.0,81.9,48.9,18.5,Liverpool,liverpool,Newcastle United,newcastle-united,11352515,liverpool-newcastle-united,2,0,41.0,18.1,close-right,0,0,1,2171199,shot,True,Liverpool,0,0,1,0,0,0,914902,0,Anthony Gordon,F,A. Gordon,gordon-anthony,2968,18.5,48.9,0,27,1584,miss,1,0,0,0,0,0,0,0,assisted,Newcastle United,64,3816,0.0,0.0,33.5975503299962,19.352681146426836,0.08207302533532042,0.1025912816691505,72,0.21579
745,0,0.0,0.0,0,head,1,0,0,0,0.0,0.0,34.3,0,34.3,55.6,52.0,14.1,Liverpool,liverpool,Newcastle United,newcastle-united,11352515,liverpool-newcastle-united,2,0,65.7,44.4,high-left,0,1,0,2171181,shot,False,Newcastle United,0,0,1,0,0,0,318927,0,Joe Gomez,D,J. Gomez,joe-gomez,4056,14.1,52.0,0,29,1696,miss,0,0,0,0,0,0,1,0,set-piece,Liverpool,62,3704,0.0,0.0,42.579513714943715,15.296697575685616,0.000588235294117647,0.0009287925696594,57,0.0
746,0,0.0,0.0,0,right-foot,0,0,0,1,0.0,0.0,57.0,0,57.0,27.8,33.6,26.0,Liverpool,liverpool,Newcastle United,newcastle-united,11352515,liverpool-newcastle-united,2,0,43.0,72.2,high-right,0,0,1,2171151,shot,True,Liverpool,0,0,1,0,0,0,866469,0,Bruno Guimarães,M,Bruno Guimarães,bruno-guimaraes,10486,26.0,33.6,0,33,1967,miss,0,1,0,0,0,0,0,0,corner,Newcastle United,58,3433,0.0,0.0,17.73864237753845,31.054959112389756,0.03,0.03,90,0.0303832
747,0,2.0,47.8,0,right-foot,0,0,0,1,47.8,2.0,50.6,0,50.6,84.2,31.2,19.1,Liverpool,liverpool,Newcastle United,newcastle-united,11352515,liverpool-newcastle-united,2,0,49.4,15.8,low-centre,0,0,1,2171126,shot,True,Liverpool,0,0,0,0,1,0,914902,0,Anthony Gordon,F,A. Gordon,gordon-anthony,2968,19.1,31.2,0,37,2175,save,1,0,0,0,0,0,0,0,assisted,Newcastle United,54,3225,0.0,0.0,17.38754311036578,27.034335216726767,0.0018736078736078738,0.0023420098420098,72,0.21579
748,0,0.0,0.0,0,left-foot,0,1,0,0,0.0,0.0,47.2,0,47.2,19.4,63.5,9.8,Liverpool,liverpool,Newcastle United,newcastle-united,11352515,liverpool-newcastle-united,2,0,52.8,80.6,high,0,0,1,2171102,shot,True,Liverpool,0,0,1,0,0,0,333373,0,Miguel Almirón,F,M. Almirón,miguel-almiron,6091,9.8,63.5,0,41,2443,miss,1,0,0,0,0,0,0,0,assisted,Newcastle United,50,2957,0.0,0.0,23.733801993137426,17.103564617121222,0.14210434782608694,0.1421043478260869,90,0.0177788
749,0,1.9,48.4,0,left-foot,0,1,0,0,48.4,1.9,46.6,0,46.6,98.6,44.5,7.0,Liverpool,liverpool,Newcastle United,newcastle-united,11352515,liverpool-newcastle-united,2,0,53.4,1.4,low-left,0,0,1,2171091,shot,True,Liverpool,0,0,0,0,1,0,823941,0,Alexander Isak,F,A. Isak,alexander-isak,10833,7.0,44.5,0,44,2607,save,1,0,0,0,0,0,0,0,assisted,Newcastle United,47,2793,0.0,0.0,59.16538475076824,10.020630685204969,0.48963768115942025,0.6120471014492753,72,0.0155714
750,1,0.0,0.0,0,right-foot,0,0,0,1,0.0,0.0,52.9,0,52.9,37.5,49.4,30.3,Liverpool,liverpool,Newcastle United,newcastle-united,11352515,liverpool-newcastle-united,2,0,47.1,62.5,high,0,1,0,2170995,shot,False,Newcastle United,0,0,1,0,0,0,869856,0,Dominik Szoboszlai,M,D. Szoboszlai,dominik-szoboszlai,17326,30.3,49.4,0,1,2698,miss,0,0,0,1,0,0,0,0,free-kick,Liverpool,45,2702,0.0,0.0,20.936932487482583,30.81706904768434,0.003333333333333333,0.0033333333333333,90,0.0177029
751,0,0.0,0.0,0,left-foot,0,1,0,0,0.0,0.0,41.3,0,41.3,47.2,52.2,18.2,Liverpool,liverpool,Newcastle United,newcastle-united,11352515,liverpool-newcastle-united,2,0,58.7,52.8,close-high-left,0,0,1,2170954,shot,True,Liverpool,0,0,1,0,0,0,333373,0,Miguel Almirón,F,M. Almirón,miguel-almiron,6091,18.2,52.2,0,8,456,miss,1,0,0,0,0,0,0,0,assisted,Newcastle United,38,2244,0.0,0.0,33.74116298611988,19.168685691122725,0.0002564102564102564,0.0002564102564102,90,0.0177788
752,0,0.0,0.0,0,left-foot,0,1,0,0,0.0,0.0,61.2,0,61.2,72.2,36.4,21.9,Liverpool,liverpool,Newcastle United,newcastle-united,11352515,liverpool-newcastle-united,2,0,38.8,27.8,right,0,0,1,2170944,shot,True,Liverpool,0,0,1,0,0,0,333373,0,Miguel Almirón,F,M. Almirón,miguel-almiron,6091,21.9,36.4,0,10,547,miss,0,1,0,0,0,0,0,0,corner,Newcastle United,36,2153,0.0,0.0,21.257258589190858,26.170114339089004,0.0,0.0,90,0.0177788
753,0,1.2,50.7,0,left-foot,0,1,0,0,50.7,1.2,52.4,0,52.4,73.4,55.0,14.2,Liverpool,liverpool,Newcastle United,newcastle-united,11352515,liverpool-newcastle-united,2,0,47.6,26.6,high-right,0,0,1,2170942,shot,True,Liverpool,0,0,0,0,1,0,333373,0,Miguel Almirón,F,M. Almirón,miguel-almiron,6091,14.2,55.0,0,10,579,save,0,1,0,0,0,0,0,0,corner,Newcastle United,36,2121,0.0,0.0,39.01542069448493,15.994422542201894,0.091,0.091,90,0.0177788
754,0,18.8,49.5,0,right-foot,0,0,0,1,49.5,18.8,49.7,0,49.7,81.0,49.4,24.2,Liverpool,liverpool,Newcastle United,newcastle-united,11352515,liverpool-newcastle-united,2,0,50.3,19.0,low-centre,0,0,1,2170921,shot,True,Liverpool,1,0,0,0,0,0,892673,0,Sandro Tonali,M,S. Tonali,sandro-tonali,8693,24.2,49.4,0,15,852,block,0,0,0,0,0,0,1,0,set-piece,Newcastle United,31,1848,0.0,0.0,26.0481950756686,24.84426087127651,0.0,0.0,72,0.0
755,0,11.9,45.8,0,right-foot,0,0,0,1,45.8,11.9,54.5,0,54.5,81.0,39.8,20.2,Liverpool,liverpool,Newcastle United,newcastle-united,11352515,liverpool-newcastle-united,2,0,45.5,19.0,low-right,0,0,1,2170920,shot,True,Liverpool,1,0,0,0,0,0,101882,0,Fabian Schär,D,F. Schär,fabian-schar,1584,20.2,39.8,0,15,854,block,0,0,0,1,0,0,0,0,free-kick,Newcastle United,31,1846,0.0,0.0,25.296504688461066,23.13947622241102,0.02,0.02,90,0.00998977
756,0,0.0,0.0,0,right-foot,0,0,0,1,0.0,0.0,50.5,0,50.5,95.6,44.2,14.3,Liverpool,liverpool,Newcastle United,newcastle-united,11352515,liverpool-newcastle-united,2,0,49.5,4.4,low-centre,regular,0,1,2170892,shot,True,Liverpool,0,1,0,0,0,0,914902,0,Anthony Gordon,F,A. Gordon,gordon-anthony,2968,14.3,44.2,0,21,1213,goal,0,0,0,0,0,1,0,0,regular,Newcastle United,25,1487,0.0,0.0,37.91547263617375,16.263077763374394,0.5283307655141471,0.6604134568926839,72,0.21579
757,0,2.3,52.2,0,left-foot,0,1,0,0,52.2,2.3,49.8,0,49.8,75.9,70.5,18.2,Liverpool,liverpool,Newcastle United,newcastle-united,11352515,liverpool-newcastle-united,2,0,50.2,24.1,high-centre,0,1,0,2170880,shot,False,Newcastle United,0,0,0,0,1,0,159665,0,Mohamed Salah,F,M. Salah,mohamed-salah,163229,18.2,70.5,0,22,1288,save,0,0,1,0,0,0,0,0,fast-break,Liverpool,24,1412,0.0,0.0,15.71945084304886,27.742918994714188,0.0013043478260869564,0.0013043478260869,90,0.118644
758,0,1.9,45.3,0,right-foot,0,0,0,1,45.3,1.9,46.3,0,46.3,81.0,36.7,8.1,Liverpool,liverpool,Newcastle United,newcastle-united,11352515,liverpool-newcastle-united,2,0,53.7,19.0,low-left,0,1,0,2170840,shot,False,Newcastle United,0,0,0,0,1,0,883537,0,Luis Díaz,F,L. Díaz,luis-diaz,24424,8.1,36.7,0,29,1708,save,1,0,0,0,0,0,0,0,assisted,Liverpool,17,992,0.0,0.0,23.515244587249363,15.788957826429844,0.03073520923520924,0.083823297914207,33,0.0
759,0,3.6,50.7,0,right-foot,0,0,0,1,50.7,3.6,53.5,0,53.5,98.1,53.6,24.4,Liverpool,liverpool,Newcastle United,newcastle-united,11352515,liverpool-newcastle-united,2,0,46.5,1.9,low-right,0,0,1,2170833,shot,True,Liverpool,0,0,0,0,1,0,914902,0,Anthony Gordon,F,A. Gordon,gordon-anthony,2968,24.4,53.6,0,30,1748,save,1,0,0,0,0,0,0,0,assisted,Newcastle United,16,952,0.0,0.0,25.316793777787673,25.293060634012246,0.17829319172638367,0.2228664896579796,72,0.21579
760,0,2.0,47.7,0,right-foot,0,0,0,1,47.7,2.0,49.7,0,49.7,86.7,30.8,13.9,Liverpool,liverpool,Newcastle United,newcastle-united,11352515,liverpool-newcastle-united,2,0,50.3,13.3,low-centre,0,0,1,2170827,shot,True,Liverpool,0,0,0,0,1,0,560128,0,Joelinton,M,Joelinton,joelinton,3967,13.9,30.8,0,30,1794,save,1,0,0,0,0,0,0,0,assisted,Newcastle United,16,906,0.0,0.0,16.467609716744658,23.859668880611164,0.021818662818662817,0.0239473128497518,82,0.0553166
761,0,0.0,0.0,0,head,1,0,0,0,0.0,0.0,41.7,0,41.7,26.4,47.3,7.3,Liverpool,liverpool,Newcastle United,newcastle-united,11352515,liverpool-newcastle-united,2,0,58.3,73.6,high-left,0,1,0,2170733,shot,False,Newcastle United,0,0,1,0,0,0,51501,0,Joël Matip,D,J. Matip,joel-matip,5678,7.3,47.3,0,45,2651,miss,0,1,0,0,0,0,0,0,corner,Liverpool,1,49,0.0,0.0,70.66376840512959,9.435508493258704,0.000588235294117647,0.0006875477463712,77,0.00680252
762,4,17.5,65.3,0,left-foot,0,1,0,0,65.3,17.5,51.3,0,51.3,81.0,66.9,19.4,Manchester City,manchester-city,Sheffield United,sheffield-united,11352524,manchester-city-sheffield-united,2,0,48.7,19.0,low-centre,0,1,0,2170543,shot,False,Sheffield United,1,0,0,0,0,0,859765,0,Phil Foden,F,P. Foden,phil-foden,38021,19.4,66.9,0,1,720,block,1,0,0,0,0,0,0,0,assisted,Manchester City,90,5580,0.0,0.0,18.917250625203142,26.14305763007922,0.0,0.0,12,0.175167
763,2,0.0,0.0,0,left-foot,0,1,0,0,0.0,0.0,42.7,0,42.7,16.7,33.8,13.1,Manchester City,manchester-city,Sheffield United,sheffield-united,11352524,manchester-city-sheffield-united,2,0,57.3,83.3,high-left,0,0,1,2170528,shot,True,Manchester City,0,0,1,0,0,0,927360,0,Yasser Larouci,D,Y. Larouci,larouci-yasser,1464,13.1,33.8,0,1,829,miss,1,0,0,0,0,0,0,0,assisted,Sheffield United,90,5471,0.0,0.0,20.168074205499884,21.068135189096317,0.01,0.0123287671232876,73,0.0166973
764,0,0.0,0.0,0,right-foot,0,0,0,1,0.0,0.0,41.5,0,41.5,79.2,46.5,3.8,Manchester City,manchester-city,Sheffield United,sheffield-united,11352524,manchester-city-sheffield-united,2,0,58.5,20.8,close-left,0,0,1,2170522,shot,True,Manchester City,0,0,1,0,0,0,825899,0,Anel Ahmedhodžić,D,A. Ahmedhodžić,anel-ahmedhodzic,1709,3.8,46.5,0,1,37,miss,1,0,0,0,0,0,0,0,assisted,Sheffield United,90,5363,0.0,0.0,97.17803116561414,7.080119736737942,0.09333333333333332,0.0933333333333333,90,0.0
765,0,0.0,0.0,0,left-foot,0,1,0,0,0.0,0.0,46.8,0,46.8,74.7,56.9,11.2,Manchester City,manchester-city,Sheffield United,sheffield-united,11352524,manchester-city-sheffield-united,2,0,53.2,25.3,high-left,regular,1,0,2170514,shot,False,Sheffield United,0,1,0,0,0,0,827606,0,Rodri,M,Rodri,rodri,12992,11.2,56.9,0,3,124,goal,1,0,0,0,0,0,0,0,assisted,Manchester City,88,5276,0.0,0.0,41.24144431452802,14.072696628963591,0.7092558254245754,0.7092558254245754,90,0.0906701
766,0,1.9,97.8,0,head,1,0,0,0,97.8,1.9,99.5,0,99.5,80.6,50.0,5.7,Manchester City,manchester-city,Sheffield United,sheffield-united,11352524,manchester-city-sheffield-united,2,0,0.5,19.4,right,0,1,0,2170517,shot,False,Sheffield United,0,0,1,0,0,0,839956,0,Erling Haaland,F,E. Haaland,erling-haaland,259738,5.7,50.0,0,3,135,miss,1,0,0,0,0,0,0,0,assisted,Manchester City,88,5265,0.0,0.0,88.97696981133218,7.990937922425893,0.33089705882352943,0.3308970588235294,90,0.0142061
767,0,0.0,0.0,0,right-foot,0,0,0,1,0.0,0.0,47.4,0,47.4,37.5,55.5,12.1,Manchester City,manchester-city,Sheffield United,sheffield-united,11352524,manchester-city-sheffield-united,2,0,52.6,62.5,high,0,1,0,2170500,shot,False,Sheffield United,0,0,1,0,0,0,944656,0,Julián Álvarez,F,J. Álvarez,julian-alvarez,50391,12.1,55.5,0,4,225,miss,1,0,0,0,0,0,0,0,assisted,Manchester City,87,5175,0.0,0.0,42.78795799795165,14.293937166184616,0.07520344095464732,0.0752034409546473,90,0.181048
768,0,0.0,0.0,0,right-foot,0,0,0,1,0.0,0.0,46.6,0,46.6,93.0,64.2,10.2,Manchester City,manchester-city,Sheffield United,sheffield-united,11352524,manchester-city-sheffield-united,2,0,53.4,7.0,low-left,regular,0,1,2170495,shot,True,Manchester City,0,1,0,0,0,0,929132,0,Jayden Bogle,M,J. Bogle,bogle-jayden,228,10.2,64.2,0,6,335,goal,0,0,0,0,0,1,0,0,regular,Sheffield United,85,5065,0.0,0.0,22.399782633145147,17.8840697819699,0.5825758029150724,2.759569592755606,19,0.0
769,0,1.2,50.0,0,right-foot,0,0,0,1,50.0,1.2,50.9,0,50.9,97.5,38.2,21.4,Manchester City,manchester-city,Sheffield United,sheffield-united,11352524,manchester-city-sheffield-united,2,0,49.1,2.5,low-centre,0,1,0,2170484,shot,False,Sheffield United,0,0,0,0,1,0,136710,0,Mateo Kovačić,M,M. Kovačić,mateo-kovacic,15767,21.4,38.2,0,7,373,save,1,0,0,0,0,0,0,0,assisted,Manchester City,84,5027,0.0,0.0,23.042434785291427,24.885295705422408,0.023398476782017154,0.0244867780276923,86,0.383659
770,0,1.0,50.4,0,right-foot,0,0,0,1,50.4,1.0,47.5,0,47.5,90.5,44.6,24.5,Manchester City,manchester-city,Sheffield United,sheffield-united,11352524,manchester-city-sheffield-united,2,0,52.5,9.5,low-left,0,1,0,2170449,shot,False,Sheffield United,0,0,0,0,1,0,944656,0,Julián Álvarez,F,J. Álvarez,julian-alvarez,50391,24.5,44.6,0,12,702,save,0,0,0,1,0,0,0,0,free-kick,Manchester City,79,4698,0.0,0.0,24.685729614971475,25.658565404652474,0.027149999999999997,0.0271499999999999,90,0.181048
771,0,0.0,0.0,0,head,1,0,0,0,0.0,0.0,59.2,0,59.2,91.7,55.2,11.2,Manchester City,manchester-city,Sheffield United,sheffield-united,11352524,manchester-city-sheffield-united,2,0,40.8,8.3,close-right,0,0,1,2170434,shot,True,Manchester City,0,0,1,0,0,0,367228,0,Oliver McBurnie,F,O. McBurnie,oliver-mcburnie,504,11.2,55.2,0,14,827,miss,0,1,0,0,0,0,0,0,corner,Sheffield United,77,4573,0.0,0.0,45.75661850543715,13.416258372405782,0.19436363636363638,0.92066985645933,19,0.41179
772,0,0.0,0.0,0,right-foot,0,0,0,1,0.0,0.0,36.1,0,36.1,95.8,66.2,22.8,Manchester City,manchester-city,Sheffield United,sheffield-united,11352524,manchester-city-sheffield-united,2,0,63.9,4.2,left,0,1,0,2170424,shot,False,Sheffield United,0,0,1,0,0,0,944656,0,Julián Álvarez,F,J. Álvarez,julian-alvarez,50391,22.8,66.2,0,15,890,miss,1,0,0,0,0,0,0,0,assisted,Manchester City,76,4510,0.0,0.0,18.70596664537849,28.39999395036108,0.075,0.075,90,0.181048
773,0,0.0,0.0,0,right-foot,0,0,0,1,0.0,0.0,40.8,0,40.8,38.9,68.6,25.8,Manchester City,manchester-city,Sheffield United,sheffield-united,11352524,manchester-city-sheffield-united,2,0,59.2,61.1,high-left,0,0,1,2170416,shot,True,Manchester City,0,0,1,0,0,0,825899,0,Anel Ahmedhodžić,D,A. Ahmedhodžić,anel-ahmedhodzic,1709,25.8,68.6,0,17,977,miss,0,0,0,0,0,1,0,0,regular,Sheffield United,74,4423,0.0,0.0,16.365798846581015,32.18859845972468,0.020588235294117643,0.0205882352941176,90,0.0
