,addedTime,blockCoordinates.x,blockCoordinates.y,blockCoordinates.z,bodyPart,bodyPart_head,bodyPart_left-foot,bodyPart_other,bodyPart_right-foot,draw.block.x,draw.block.y,draw.end.x,draw.end.y,draw.goal.x,draw.goal.y,draw.start.x,draw.start.y,event.awayTeam.name,event.awayTeam.slug,event.homeTeam.name,event.homeTeam.slug,event.id,event.slug,event.winnerCode,goalMouthCoordinates.x,goalMouthCoordinates.y,goalMouthCoordinates.z,goalMouthLocation,goalType,homeTeam_False,homeTeam_True,id,incidentType,isHome,opponent,outcome_block,outcome_goal,outcome_miss,outcome_post,outcome_save,player.firstName,player.id,player.lastName,player.name,player.position,player.shortName,player.slug,player.userCount,playerCoordinates.x,playerCoordinates.y,playerCoordinates.z,reversedPeriodTime,reversedPeriodTimeSeconds,shotType,shot_sit_assisted,shot_sit_corner,shot_sit_fast-break,shot_sit_free-kick,shot_sit_penalty,shot_sit_regular,shot_sit_set-piece,shot_sit_throw-in-set-piece,situation,team,time,timeSeconds,xg,xgot,statistics.minutesPlayed,statistics.expectedAssists
1376,,2.4,48.6,0.0,right-foot,0.0,0.0,,1,48.6,2.4,50.6,0,50.6,88.6,33.6,23.9,Burnley,burnley,Nottingham Forest,nottingham-forest,11352618,nottingham-forest-burnley,3,0,49.4,11.4,low-centre,,1,0,2207239,shot,False,Nottingham Forest,0,0.0,0,,1,,901907,,Lyle Foster,F,L. Foster,foster-lyle,1510,23.9,33.6,0,42,2485,save,0,0.0,,,,1.0,0.0,0.0,regular,Burnley,4,215,0.021101716905832,0.0192,90,0.00992236
1377,10.0,12.3,55.8,0.0,right-foot,0.0,0.0,,1,55.8,12.3,48.9,0,48.9,81.0,57.3,15.0,Tottenham Hotspur,tottenham-hotspur,Arsenal,arsenal,11352627,arsenal-tottenham-hotspur,3,0,51.1,19.0,low-centre,,1,0,2221875,shot,False,Arsenal,1,0.0,0,,0,,840217,,Richarlison,F,Richarlison,richarlison,28044,15.0,57.3,0,1,329,block,1,0.0,,,0.0,0.0,0.0,0.0,assisted,Tottenham Hotspur,90,5971,0.082998991012573,,11,
1378,6.0,2.5,50.0,0.0,right-foot,0.0,0.0,,1,50.0,2.5,47.3,0,47.3,63.9,50.4,17.9,Tottenham Hotspur,tottenham-hotspur,Arsenal,arsenal,11352627,arsenal-tottenham-hotspur,3,0,52.7,36.1,high-left,,1,0,2221848,shot,False,Arsenal,0,0.0,0,,1,,840217,,Richarlison,F,Richarlison,richarlison,28044,17.9,50.4,0,1,598,save,0,0.0,,,0.0,1.0,0.0,0.0,regular,Tottenham Hotspur,90,5702,0.047727659344673,0.3723,11,
1379,5.0,11.5,61.6,0.0,left-foot,0.0,1.0,,0,61.6,11.5,54.2,0,54.2,81.0,62.3,12.5,Tottenham Hotspur,tottenham-hotspur,Arsenal,arsenal,11352627,arsenal-tottenham-hotspur,3,0,45.8,19.0,low-right,,1,0,2221850,shot,False,Arsenal,1,0.0,0,,0,,840217,,Richarlison,F,Richarlison,richarlison,28044,12.5,62.3,0,1,613,block,1,0.0,,,0.0,0.0,0.0,0.0,assisted,Tottenham Hotspur,90,5687,0.051984809339046,,11,
1380,2.0,3.7,56.1,0.0,head,1.0,0.0,,0,56.1,3.7,51.0,0,51.0,81.0,57.8,4.9,Tottenham Hotspur,tottenham-hotspur,Arsenal,arsenal,11352627,arsenal-tottenham-hotspur,3,0,49.0,19.0,low-centre,,0,1,2221823,shot,True,Tottenham Hotspur,1,0.0,0,,0,,869792,,Gabriel Magalhães,D,Gabriel,gabriel-magalhaes,6620,4.9,57.8,0,1,798,block,0,1.0,,,0.0,0.0,0.0,0.0,corner,Arsenal,90,5502,0.074213087558746,,90,0.00847046
1381,2.0,2.0,49.8,0.0,left-foot,0.0,1.0,,0,49.8,2.0,45.6,0,45.6,98.1,48.5,20.8,Tottenham Hotspur,tottenham-hotspur,Arsenal,arsenal,11352627,arsenal-tottenham-hotspur,3,0,54.4,1.9,low-left,,0,1,2221820,shot,True,Tottenham Hotspur,0,0.0,0,,1,,934235,,Bukayo Saka,F,B. Saka,bukayo-saka,41509,20.8,48.5,0,1,829,save,0,1.0,,,0.0,0.0,0.0,0.0,corner,Arsenal,90,5471,0.018702352419496,0.4253,89,0.288029
1382,,,,,left-foot,0.0,1.0,,0,,,40.3,0,40.3,30.6,46.1,18.5,Tottenham Hotspur,tottenham-hotspur,Arsenal,arsenal,11352627,arsenal-tottenham-hotspur,3,0,59.7,69.4,high-left,,0,1,2221783,shot,True,Tottenham Hotspur,0,0.0,1,,0,,836705,,Kai Havertz,F,K. Havertz,kai-havertz,38264,18.5,46.1,0,4,237,miss,0,0.0,,,0.0,0.0,0.0,1.0,throw-in-set-piece,Arsenal,87,5163,0.059780988842249,,45,0.00593158
1383,,17.3,39.0,0.0,right-foot,0.0,0.0,,1,39.0,17.3,52.5,0,52.5,81.0,37.3,19.5,Tottenham Hotspur,tottenham-hotspur,Arsenal,arsenal,11352627,arsenal-tottenham-hotspur,3,0,47.5,19.0,low-right,,0,1,2221764,shot,True,Tottenham Hotspur,1,0.0,0,,0,,826139,,Reiss Nelson,F,R. Nelson,reiss-nelson,3999,19.5,37.3,0,6,356,block,1,0.0,,,0.0,0.0,0.0,0.0,assisted,Arsenal,85,5044,0.022710353136063,,13,0.077539
1384,,2.9,63.9,0.0,right-foot,0.0,0.0,,1,63.9,2.9,52.6,0,52.6,81.0,65.7,3.4,Tottenham Hotspur,tottenham-hotspur,Arsenal,arsenal,11352627,arsenal-tottenham-hotspur,3,0,47.4,19.0,low-right,,1,0,2221646,shot,False,Arsenal,1,0.0,0,,0,,111505,,Heung-min Son,F,H. M. Son,heung-min-son,47192,3.4,65.7,0,22,1293,block,1,0.0,,,0.0,0.0,0.0,0.0,assisted,Tottenham Hotspur,69,4107,0.045995816588402,,79,0.351407
1385,,,,,right-foot,0.0,0.0,,1,,,52.8,0,52.8,12.5,39.6,24.6,Tottenham Hotspur,tottenham-hotspur,Arsenal,arsenal,11352627,arsenal-tottenham-hotspur,3,0,47.2,87.5,high,,1,0,2221608,shot,False,Arsenal,0,0.0,1,,0,,356398,,James Maddison,M,J. Maddison,james-maddison,10660,24.6,39.6,0,28,1621,miss,1,0.0,,,0.0,0.0,0.0,0.0,assisted,Tottenham Hotspur,63,3779,0.029081808403134,,78,0.224612
1386,,,,,right-foot,0.0,0.0,,1,,,46.1,0,46.1,98.7,57.7,10.8,Tottenham Hotspur,tottenham-hotspur,Arsenal,arsenal,11352627,arsenal-tottenham-hotspur,3,0,53.9,1.3,low-left,regular,1,0,2221551,shot,False,Arsenal,0,1.0,0,,0,,111505,,Heung-min Son,F,H. M. Son,heung-min-son,47192,10.8,57.7,0,36,2117,goal,1,0.0,,,0.0,0.0,0.0,0.0,assisted,Tottenham Hotspur,55,3283,0.34057265520096,0.8514,79,0.351407
1387,,,,,left-foot,0.0,1.0,,0,,,50.3,0,50.3,77.8,50.0,11.5,Tottenham Hotspur,tottenham-hotspur,Arsenal,arsenal,11352627,arsenal-tottenham-hotspur,3,0,49.7,22.2,high-centre,penalty,0,1,2221535,shot,True,Tottenham Hotspur,0,1.0,0,,0,,934235,,Bukayo Saka,F,B. Saka,bukayo-saka,41509,11.5,50.0,0,37,2215,goal,0,0.0,,,1.0,0.0,0.0,0.0,penalty,Arsenal,54,3185,0.7884,0.903,89,0.288029
1388,,1.9,50.5,0.0,left-foot,0.0,1.0,,0,50.5,1.9,51.0,0,51.0,81.0,50.1,3.8,Tottenham Hotspur,tottenham-hotspur,Arsenal,arsenal,11352627,arsenal-tottenham-hotspur,3,0,49.0,19.0,low-centre,,0,1,2223593,shot,True,Tottenham Hotspur,1,0.0,0,,0,,846036,,Benjamin White,D,B. White,benjamin-white,4680,3.8,50.1,0,41,2433,block,0,1.0,,,0.0,0.0,0.0,0.0,corner,Arsenal,50,2967,0.31143036484718,,90,0.0215843
1389,4.0,,,,right-foot,0.0,0.0,,1,,,55.5,0,55.5,26.4,29.4,24.0,Tottenham Hotspur,tottenham-hotspur,Arsenal,arsenal,11352627,arsenal-tottenham-hotspur,3,0,44.5,73.6,high,,0,1,2221408,shot,True,Tottenham Hotspur,0,0.0,1,,0,,856714,,Declan Rice,M,D. Rice,declan-rice,10521,24.0,29.4,0,1,2498,miss,1,0.0,,,0.0,0.0,0.0,0.0,assisted,Arsenal,45,2902,0.016747616231441,,45,
1390,,,,,left-foot,0.0,1.0,,0,,,54.3,0,54.3,93.0,41.9,6.3,Tottenham Hotspur,tottenham-hotspur,Arsenal,arsenal,11352627,arsenal-tottenham-hotspur,3,0,45.7,7.0,low-right,regular,1,0,2221368,shot,False,Arsenal,0,1.0,0,,0,,111505,,Heung-min Son,F,H. M. Son,heung-min-son,47192,6.3,41.9,0,4,217,goal,1,0.0,,,0.0,0.0,0.0,0.0,assisted,Tottenham Hotspur,42,2483,0.12544724345207,0.9585,79,0.351407
1391,,0.90000000000001,47.5,0.0,right-foot,0.0,0.0,,1,47.5,0.90000000000001,47.2,0,47.2,83.5,39.0,6.3,Tottenham Hotspur,tottenham-hotspur,Arsenal,arsenal,11352627,arsenal-tottenham-hotspur,3,0,52.8,16.5,low-left,,1,0,2221363,shot,False,Arsenal,0,0.0,0,,1,,1085180,,Brennan Johnson,F,B. Johnson,brennan-johnson,2738,6.3,39.0,0,4,230,save,0,0.0,,,0.0,1.0,0.0,0.0,regular,Tottenham Hotspur,42,2470,0.17262123525143,0.5386,63,
1392,,1.6,54.5,0.0,right-foot,0.0,0.0,,1,54.5,1.6,48.1,0,48.1,88.0,46.9,10.3,Tottenham Hotspur,tottenham-hotspur,Arsenal,arsenal,11352627,arsenal-tottenham-hotspur,3,0,51.9,12.0,low-left,,1,0,2221343,shot,False,Arsenal,0,0.0,0,,1,,1085180,,Brennan Johnson,F,B. Johnson,brennan-johnson,2738,10.3,46.9,0,8,458,save,1,0.0,,,0.0,0.0,0.0,0.0,assisted,Tottenham Hotspur,38,2242,0.37561571598053,0.4318,63,
1393,,1.4,51.3,0.0,left-foot,0.0,1.0,,0,51.3,1.4,47.0,0,47.0,85.4,60.8,24.1,Tottenham Hotspur,tottenham-hotspur,Arsenal,arsenal,11352627,arsenal-tottenham-hotspur,3,0,53.0,14.6,low-left,,0,1,2221334,shot,True,Tottenham Hotspur,0,0.0,0,,1,,547410,,Martin Ødegaard,M,M. Ødegaard,martin-odegaard,28281,24.1,60.8,0,9,509,save,1,0.0,,,0.0,0.0,0.0,0.0,assisted,Arsenal,37,2191,0.039109736680984,0.1568,90,0.03448
1394,,,,,right-foot,0.0,0.0,,1,,,46.7,0,46.7,41.7,51.4,13.3,Tottenham Hotspur,tottenham-hotspur,Arsenal,arsenal,11352627,arsenal-tottenham-hotspur,3,0,53.3,58.3,close-high,,0,1,2221307,shot,True,Tottenham Hotspur,0,0.0,1,,0,,794839,,Gabriel Jesus,F,G. Jesus,gabriel-jesus,57831,13.3,51.4,0,14,802,miss,0,0.0,,,0.0,1.0,0.0,0.0,regular,Arsenal,32,1898,0.42793089151382,,77,0.0107824
1395,,,,,left-foot,0.0,1.0,,0,,,53.9,0,53.9,83.5,52.0,7.7,Tottenham Hotspur,tottenham-hotspur,Arsenal,arsenal,11352627,arsenal-tottenham-hotspur,3,0,46.1,16.5,low-right,own,0,1,2221276,shot,True,Tottenham Hotspur,0,1.0,0,,0,,829932,,Cristian Romero,D,C. Romero,cristian-romero,14494,7.7,52.0,0,20,1192,goal,0,0.0,,,0.0,1.0,0.0,0.0,regular,Arsenal,26,1508,,,90,0.200677
1396,,6.4,50.4,0.0,left-foot,0.0,1.0,,0,50.4,6.4,36.5,0,36.5,81.0,69.6,15.7,Tottenham Hotspur,tottenham-hotspur,Arsenal,arsenal,11352627,arsenal-tottenham-hotspur,3,0,63.5,19.0,left,,0,1,2221331,shot,True,Tottenham Hotspur,0,0.0,1,,0,,934235,,Bukayo Saka,F,B. Saka,bukayo-saka,41509,15.7,69.6,0,20,1193,miss,1,0.0,,,0.0,0.0,0.0,0.0,assisted,Arsenal,26,1507,0.049307197332382,,89,0.288029
1397,,20.7,94.2,0.0,right-foot,0.0,0.0,,1,94.2,20.7,99.3,0,99.3,91.7,26.8,11.4,Tottenham Hotspur,tottenham-hotspur,Arsenal,arsenal,11352627,arsenal-tottenham-hotspur,3,0,0.7,8.3,right,,1,0,2221265,shot,False,Arsenal,0,0.0,1,,0,,1002711,,Pape Matar Sarr,M,P. M. Sarr,pape-matar-sarr,6254,11.4,26.8,0,21,1256,miss,0,0.0,,,0.0,0.0,1.0,0.0,set-piece,Tottenham Hotspur,25,1444,0.025727186352015,,90,0.0101893
1398,,,,,left-foot,0.0,1.0,,0,,,49.2,0,49.2,18.1,55.0,22.3,Tottenham Hotspur,tottenham-hotspur,Arsenal,arsenal,11352627,arsenal-tottenham-hotspur,3,0,50.8,81.9,high,,1,0,2221213,shot,False,Arsenal,0,0.0,1,,0,,1002711,,Pape Matar Sarr,M,P. M. Sarr,pape-matar-sarr,6254,22.3,55.0,0,27,1616,miss,0,0.0,,,0.0,1.0,0.0,0.0,regular,Tottenham Hotspur,19,1084,0.078244388103485,,90,0.0101893
1399,,5.4,56.5,0.0,head,1.0,0.0,,0,56.5,5.4,48.1,0,48.1,81.0,57.9,6.3,Tottenham Hotspur,tottenham-hotspur,Arsenal,arsenal,11352627,arsenal-tottenham-hotspur,3,0,51.9,19.0,low-left,,0,1,2221203,shot,True,Tottenham Hotspur,1,0.0,0,,0,,856714,,Declan Rice,M,D. Rice,declan-rice,10521,6.3,57.9,0,29,1727,block,0,1.0,,,0.0,0.0,0.0,0.0,corner,Arsenal,17,973,0.044740594923496,,45,
1400,,0.7,53.6,0.0,right-foot,0.0,0.0,,1,53.6,0.7,52.9,0,52.9,91.1,65.4,4.4,Tottenham Hotspur,tottenham-hotspur,Arsenal,arsenal,11352627,arsenal-tottenham-hotspur,3,0,47.1,8.9,low-right,,0,1,2221197,shot,True,Tottenham Hotspur,0,0.0,0,,1,,858194,,Edward Nketiah,F,E. Nketiah,edward-nketiah,7034,4.4,65.4,0,30,1762,save,0,0.0,,,0.0,1.0,0.0,0.0,regular,Arsenal,16,938,0.11034711450338,0.3301,90,
1401,,0.7,46.0,0.0,left-foot,0.0,1.0,,0,46.0,0.7,49.7,0,49.7,83.5,36.7,3.0,Tottenham Hotspur,tottenham-hotspur,Arsenal,arsenal,11352627,arsenal-tottenham-hotspur,3,0,50.3,16.5,low-centre,,0,1,2221182,shot,True,Tottenham Hotspur,0,0.0,0,,1,,794839,,Gabriel Jesus,F,G. Jesus,gabriel-jesus,57831,3.0,36.7,0,32,1915,save,1,0.0,,,0.0,0.0,0.0,0.0,assisted,Arsenal,14,785,0.070841327309608,0.0203,77,0.0107824
1402,,2.5,41.9,0.0,right-foot,0.0,0.0,,1,41.9,2.5,39.7,0,39.7,90.3,43.7,17.9,Tottenham Hotspur,tottenham-hotspur,Arsenal,arsenal,11352627,arsenal-tottenham-hotspur,3,0,60.3,9.7,left,,1,0,2221112,shot,False,Arsenal,0,0.0,1,,0,,844842,,Yves Bissouma,M,Y. Bissouma,yves-bissouma,4014,17.9,43.7,0,43,2528,miss,0,1.0,,,0.0,0.0,0.0,0.0,corner,Tottenham Hotspur,3,172,0.048433255404234,,90,0.0103109
1403,,11.2,33.9,0.0,right-foot,0.0,0.0,,1,33.9,11.2,47.3,0,47.3,81.0,31.6,13.2,Tottenham Hotspur,tottenham-hotspur,Arsenal,arsenal,11352627,arsenal-tottenham-hotspur,3,0,52.7,19.0,low-left,,1,0,2221104,shot,False,Arsenal,1,0.0,0,,0,,1085180,,Brennan Johnson,F,B. Johnson,brennan-johnson,2738,13.2,31.6,0,43,2565,block,1,0.0,,,0.0,0.0,0.0,0.0,assisted,Tottenham Hotspur,3,135,0.039134617894888,,63,
1404,2.0,,,,head,1.0,0.0,,0,,,57.6,0,57.6,37.5,57.2,8.8,Everton,everton,Brentford,brentford,11352628,brentford-everton,2,0,42.4,62.5,high-right,,0,1,2218622,shot,True,Everton,0,0.0,1,0.0,0,,576384,,Kristoffer Ajer,D,K. Ajer,kristoffer-ajer,777,8.8,57.2,0,1,835,miss,0,0.0,0.0,0.0,,0.0,1.0,0.0,set-piece,Brentford,90,5465,0.037569649517536,,29,0.671997
1405,,,,,head,1.0,0.0,,0,,,56.6,0,56.6,34.7,53.2,7.8,Everton,everton,Brentford,brentford,11352628,brentford-everton,2,0,43.4,65.3,high-right,,1,0,2218599,shot,False,Brentford,0,0.0,1,0.0,0,,145188,,James Tarkowski,D,J. Tarkowski,james-tarkowski,1418,7.8,53.2,0,2,108,miss,0,1.0,0.0,0.0,,0.0,0.0,0.0,corner,Everton,89,5292,0.075054481625557,,90,0.335262
1406,,21.6,55.1,0.0,right-foot,0.0,0.0,,1,55.1,21.6,1.5,0,1.5,94.4,74.7,26.0,Everton,everton,Brentford,brentford,11352628,brentford-everton,2,0,98.5,5.6,left,,1,0,2218550,shot,False,Brentford,0,0.0,1,0.0,0,,927361,,James Garner,M,J. Garner,james-garner,2334,26.0,74.7,0,10,594,miss,0,0.0,0.0,0.0,,1.0,0.0,0.0,regular,Everton,81,4806,0.007267028093338,,90,0.272794
1407,,1.4,54.9,0.0,left-foot,0.0,1.0,,0,54.9,1.4,54.2,0,54.2,99.4,66.4,8.5,Everton,everton,Brentford,brentford,11352628,brentford-everton,2,0,45.8,0.6,low-right,,0,1,2218535,shot,True,Everton,0,0.0,0,0.0,1,,927083,,Bryan Mbeumo,F,B. Mbeumo,bryan-mbeumo,5281,8.5,66.4,0,11,652,save,1,0.0,0.0,0.0,,0.0,0.0,0.0,assisted,Brentford,80,4748,0.094483897089958,0.2656,90,0.200113
1408,,,,,right-foot,0.0,0.0,,1,,,49.8,0,49.8,84.8,45.1,11.8,Everton,everton,Brentford,brentford,11352628,brentford-everton,2,0,50.2,15.2,low-centre,regular,1,0,2218495,shot,False,Brentford,0,1.0,0,0.0,0,,372344,,Dominic Calvert-Lewin,F,D. Calvert-Lewin,dominic-calvert-lewin,4504,11.8,45.1,0,20,1153,goal,1,0.0,0.0,0.0,,0.0,0.0,0.0,assisted,Everton,71,4247,0.61160600185394,0.2751,27,
1409,,2.4,44.2,0.0,left-foot,0.0,1.0,,0,44.2,2.4,99.5,0,99.5,95.8,42.4,2.5,Everton,everton,Brentford,brentford,11352628,brentford-everton,2,0,0.5,4.2,right,,0,1,2218507,shot,True,Everton,0,0.0,1,0.0,0,,135256,,Christian Nørgaard,M,C. Nørgaard,christian-norgaard,877,2.5,42.4,0,22,1304,miss,0,0.0,0.0,0.0,,0.0,1.0,0.0,set-piece,Brentford,69,4096,0.13006816804409,,90,0.0158938
1410,,2.4,41.2,0.0,left-foot,0.0,1.0,,0,41.2,2.4,47.1,0,47.1,81.0,39.2,3.2,Everton,everton,Brentford,brentford,11352628,brentford-everton,2,0,52.9,19.0,low-left,,0,1,2218503,shot,True,Everton,1,0.0,0,0.0,0,,805123,,Yoane Wissa,F,Y. Wissa,yoane-wissa,2871,3.2,39.2,0,22,1305,block,0,0.0,0.0,0.0,,0.0,1.0,0.0,set-piece,Brentford,69,4095,0.05369957908988,,90,0.0319047
1411,,1.1,47.8,0.0,right-foot,0.0,0.0,,1,47.8,1.1,48.2,0,48.2,81.0,46.9,4.3,Everton,everton,Brentford,brentford,11352628,brentford-everton,2,0,51.8,19.0,low-left,,0,1,2218493,shot,True,Everton,1,0.0,0,0.0,0,,855864,,Ethan Pinnock,D,E. Pinnock,ethan-pinnock,758,4.3,46.9,0,22,1308,block,0,0.0,0.0,0.0,,0.0,1.0,0.0,set-piece,Brentford,69,4092,0.2246550321579,,90,
1412,,,,,head,1.0,0.0,,0,,,46.7,0,46.7,92.4,48.8,3.6,Everton,everton,Brentford,brentford,11352628,brentford-everton,2,0,53.3,7.6,low-left,regular,1,0,2218482,shot,False,Brentford,0,1.0,0,0.0,0,,145188,,James Tarkowski,D,J. Tarkowski,james-tarkowski,1418,3.6,48.8,0,24,1414,goal,0,1.0,0.0,0.0,,0.0,0.0,0.0,corner,Everton,67,3986,0.23853841423988,0.6913,90,0.335262
1413,,,,,left-foot,0.0,1.0,,0,,,62.5,0,62.5,93.1,32.0,19.1,Everton,everton,Brentford,brentford,11352628,brentford-everton,2,0,37.5,6.9,right,,1,0,2218457,shot,False,Brentford,0,0.0,1,0.0,0,,935543,,Dwight McNeil,M,D. McNeil,dwight-mcneil,1433,19.1,32.0,0,28,1665,miss,0,0.0,0.0,0.0,,1.0,0.0,0.0,regular,Everton,63,3735,0.033408958464861,,90,0.293009
1414,,,,,head,1.0,0.0,,0,,,41.7,0,41.7,90.3,50.1,12.7,Everton,everton,Brentford,brentford,11352628,brentford-everton,2,0,58.3,9.7,close-left,,1,0,2218429,shot,False,Brentford,0,0.0,1,0.0,0,,987489,,Beto,F,Beto,beto,2125,12.7,50.1,0,32,1883,miss,1,0.0,0.0,0.0,,0.0,0.0,0.0,assisted,Everton,59,3517,0.035266619175673,,63,0.0160979
1415,,,,,head,1.0,0.0,,0,,,42.9,0,42.9,79.2,42.1,2.4,Everton,everton,Brentford,brentford,11352628,brentford-everton,2,0,57.1,20.8,close-left,,1,0,2218417,shot,False,Brentford,0,0.0,1,0.0,0,,923973,,Amadou Onana,M,A. Onana,amadou-onana,2991,2.4,42.1,0,34,1989,miss,0,0.0,0.0,0.0,,0.0,1.0,0.0,set-piece,Everton,57,3411,0.13440962135792,,77,0.0272611
1416,,3.6,49.3,0.0,left-foot,0.0,1.0,,0,49.3,3.6,48.2,0,48.2,92.4,46.0,18.8,Everton,everton,Brentford,brentford,11352628,brentford-everton,2,0,51.8,7.6,low-centre,,1,0,2218375,shot,False,Brentford,0,0.0,0,0.0,1,,935543,,Dwight McNeil,M,D. McNeil,dwight-mcneil,1433,18.8,46.0,0,39,2324,save,1,0.0,0.0,0.0,,0.0,0.0,0.0,assisted,Everton,52,3076,0.044712103903294,0.0616,90,0.293009
1417,,12.7,43.9,0.0,right-foot,0.0,0.0,,1,43.9,12.7,50.0,0,50.0,82.9,24.4,46.4,Everton,everton,Brentford,brentford,11352628,brentford-everton,2,0,50.0,17.1,low-centre,,1,0,2218372,shot,False,Brentford,0,0.0,0,0.0,1,,987489,,Beto,F,Beto,beto,2125,46.4,24.4,0,40,2354,save,0,0.0,0.0,0.0,,1.0,0.0,0.0,regular,Everton,51,3046,0.0057135652750731,0.0132,63,0.0160979
1418,,,,,right-foot,0.0,0.0,,1,,,37.5,0,37.5,98.6,67.0,8.5,Everton,everton,Brentford,brentford,11352628,brentford-everton,2,0,62.5,1.4,left,,1,0,2218175,shot,False,Brentford,0,0.0,1,0.0,0,,987489,,Beto,F,Beto,beto,2125,8.5,67.0,0,1,20,miss,0,0.0,1.0,0.0,,0.0,0.0,0.0,fast-break,Everton,45,2680,0.10668725520372,,63,0.0160979
1419,,,,,right-foot,0.0,0.0,,1,,,54.3,0,54.3,29.2,60.6,24.5,Everton,everton,Brentford,brentford,11352628,brentford-everton,2,0,45.7,70.8,high,,1,0,2218166,shot,False,Brentford,0,0.0,1,0.0,0,,106337,,Idrissa Gueye,M,I. Gueye,idrissa-gueye,6617,24.5,60.6,0,2,103,miss,1,0.0,0.0,0.0,,0.0,0.0,0.0,assisted,Everton,44,2597,0.02056759595871,,90,0.262346
1420,,,,,left-foot,0.0,1.0,,0,,,43.0,0,43.0,91.7,43.6,1.2,Everton,everton,Brentford,brentford,11352628,brentford-everton,2,0,57.0,8.3,close-left,,0,1,2218190,shot,True,Everton,0,0.0,1,0.0,0,,972421,,Keane Lewis-Potter,F,K. Lewis-Potter,keane-lewis-potter,481,1.2,43.6,0,5,252,miss,0,0.0,0.0,0.0,,1.0,0.0,0.0,regular,Brentford,41,2448,0.18329784274101,,89,0.0737676
1421,,0.59999999999999,44.8,0.0,right-foot,0.0,0.0,,1,44.8,0.59999999999999,37.3,0,37.3,98.6,67.8,8.8,Everton,everton,Brentford,brentford,11352628,brentford-everton,2,0,62.7,1.4,left,,0,1,2218149,shot,True,Everton,0,0.0,1,0.0,0,,927083,,Bryan Mbeumo,F,B. Mbeumo,bryan-mbeumo,5281,8.8,67.8,0,5,254,miss,1,0.0,0.0,0.0,,0.0,0.0,0.0,assisted,Brentford,41,2446,0.098273418843746,,90,0.200113
1422,,,,,left-foot,0.0,1.0,,0,,,47.4,0,47.4,11.1,50.3,24.2,Everton,everton,Brentford,brentford,11352628,brentford-everton,2,0,52.6,88.9,high,,0,1,2218133,shot,True,Everton,0,0.0,1,0.0,0,,966869,,Aaron Hickey,D,A. Hickey,hickey-aaron,1109,24.2,50.3,0,8,422,miss,0,0.0,0.0,0.0,,0.0,0.0,1.0,throw-in-set-piece,Brentford,38,2278,0.028893595561385,,73,
1423,,11.1,56.3,0.0,left-foot,0.0,1.0,,0,56.3,11.1,45.8,0,45.8,81.0,63.7,18.9,Everton,everton,Brentford,brentford,11352628,brentford-everton,2,0,54.2,19.0,low-left,,0,1,2218128,shot,True,Everton,1,0.0,0,0.0,0,,814873,,Vitaly Janelt,M,V. Janelt,vitaly-janelt,569,18.9,63.7,0,8,424,block,0,0.0,0.0,0.0,,0.0,0.0,1.0,throw-in-set-piece,Brentford,38,2276,0.022613152861595,,61,0.0268715
1424,,,,,right-foot,0.0,0.0,,1,,,41.3,0,41.3,95.8,61.0,12.8,Everton,everton,Brentford,brentford,11352628,brentford-everton,2,0,58.7,4.2,close-left,,1,0,2218103,shot,False,Brentford,0,0.0,1,0.0,0,,987489,,Beto,F,Beto,beto,2125,12.8,61.0,0,10,550,miss,1,0.0,0.0,0.0,,0.0,0.0,0.0,assisted,Everton,36,2150,0.27546086907387,,63,0.0160979
1425,,14.9,40.1,0.0,left-foot,0.0,1.0,,0,40.1,14.9,51.9,0,51.9,81.0,34.9,21.4,Everton,everton,Brentford,brentford,11352628,brentford-everton,2,0,48.1,19.0,low-right,,0,1,2218083,shot,True,Everton,1,0.0,0,0.0,0,,966869,,Aaron Hickey,D,A. Hickey,hickey-aaron,1109,21.4,34.9,0,13,768,block,1,0.0,0.0,0.0,,0.0,0.0,0.0,assisted,Brentford,33,1932,0.036941830068827,,73,
1426,,,,,right-foot,0.0,0.0,,1,,,45.9,0,45.9,97.5,66.6,8.7,Everton,everton,Brentford,brentford,11352628,brentford-everton,2,0,54.1,2.5,low-left,regular,0,1,2218057,shot,True,Everton,0,1.0,0,0.0,0,,799251,,Mathias Jensen,M,M. Jensen,mathias-jensen,1109,8.7,66.6,0,18,1045,goal,1,0.0,0.0,0.0,,0.0,0.0,0.0,assisted,Brentford,28,1655,0.072895854711533,0.6355,90,0.00676423
1427,,,,,right-foot,0.0,0.0,,1,,,53.9,0,53.9,60.8,36.9,8.5,Everton,everton,Brentford,brentford,11352628,brentford-everton,2,0,46.1,39.2,high,,1,0,2218045,shot,False,Brentford,0,0.0,0,1.0,0,,96535,,Abdoulaye Doucouré,M,A. Doucouré,abdoulaye-doucoure,1558,8.5,36.9,0,19,1134,post,1,0.0,0.0,0.0,,0.0,0.0,0.0,assisted,Everton,27,1566,0.055958621203899,,90,0.0491882
1428,,23.4,47.7,0.0,right-foot,0.0,0.0,,1,47.7,23.4,49.1,0,49.1,72.2,47.9,24.9,Everton,everton,Brentford,brentford,11352628,brentford-everton,2,0,50.9,27.8,high-centre,,1,0,2218039,shot,False,Brentford,1,0.0,0,0.0,0,,927361,,James Garner,M,J. Garner,james-garner,2334,24.9,47.9,0,20,1166,block,1,0.0,0.0,0.0,,0.0,0.0,0.0,assisted,Everton,26,1534,0.018361445516348,,90,0.272794
